Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Pro X,Romania,Romanian,Pro X formerly TV Sport and Sportro is a Romanian TV channel that airs programming intended for a male audience including sports transmissions,P17,Forwards
Apostolos Kontos,Greece,Greek,Apostolos Kontos Greek Απόστολος Κόντος born on November 22 1947 is a Greek former professional basketball player and coach,P27,Forwards
Arnd Neuhaus,1992SummerOlympics,1992 Summer Olympics,He competed in the mens tournament at the 1992 Summer Olympics,P1344,Forwards
Alejandro Montecchia,Argentina,Argentine,Alejandro Ariel Montecchia born 1972 is a retired ArgentineItalian professional basketball player,P27,Forwards
Zurab Sakandelidze,SovietUnion,Soviet,Zurab Aleksandrovich Sakandelidze Georgian58 ზურაბ საკანდელიძე Russian Зураб Александрович Саканделидзе  born August 9 1945 in Kutaisi 8211 January 25 2004 in Tbilisi was a Georgian basketball player who won gold with the Soviet basketball team at the 1972 Summer Olympics,P27,Forwards
1983 in sports,1984insports,1984,1980160198116019821601983160198416019851601986,P156,Forwards
Iker Iturbe,2004SummerOlympics,2004 Summer Olympics,Iturbe has represented Spain at EuroBasket 2005 and 2004 Summer Olympics,P1344,Forwards
Point guard,MagicJohnson,Magic Johnson,Magic Johnson won the National Basketball Association Most Valuable Player Award three times in his career,P413,Backwards
Northern Tioga School District,WilliamsonSeniorHighSchool,Williamson Senior High School,The secondary program is housed in two high schools Cowanesque Valley Junior Senior High School and Williamson Senior High School,P5353,Backwards
Agios Dimitrios,Greece,Greece,Agios Dimitrios Greek Άγιος Δημήτριος meaning Saint Dimitrios before 1928 Μπραχάμι  Brahami is a suburb in the southern part of the Athens  Greece,P17,Forwards
Dunmore High School,DunmoreSchoolDistrict,Dunmore School District, It is part of the Dunmore School District,P5353,Forwards
San Benito High School Texas,UnitedStates,USA,San Benito High School is a public high school located in the city of San Benito Texas USA and classified as a 6A school by the UIL,P17,Forwards
Jennifer Rizzotti,UnitedStates,United States,Assistant Coach for 160United States,P27,Forwards
1978 in sports,1979insports,1979,1975160197616019771601978160197916019801601981,P156,Forwards
Diego Lo Grippo,Smallforward,small forward,He is 198160m 6160ft 6160in tall and he plays the positions of small forward and power forward,P413,Forwards
George Mikan,NationalBasketballAssociation,National Basketball Association,Basketball was an American professional basketball player for the Chicago American Gears of the National Basketball League NBL and the Minneapolis Lakers of the NBL the Basketball Association of America BAA and the National Basketball Association NBA,P118,Forwards
Brackenridge High School,UnitedStates,USA,Brackenridge High School is a public high school located in central San Antonio Texas USA and classified as a 5A school by the UIL,P17,Forwards
Kobe Paras,Smallforward,small forward,Listed at 6160feet 6160inches 198160m and 200 pounds 91160kg he plays the small forward position,P413,Forwards
Vangelis Sakellariou,Pointguard,point guard,He is 195m 64 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 tall and he can play at the point guard and shooting guard positions,P413,Forwards
Shamokin Area School District,ShamokinAreaHighSchool,Shamokin Area High School,The Shamokin Area School District operates four schools Shamokin Area High School Shamokin Area Middle School Shamokin Area Intermediate School and Shamokin Area Elementary School and Annex,P5353,Backwards
Stefania Salvemini,1992SummerOlympics,1992 Summer Olympics,She competed in the womens tournament at the 1992 Summer Olympics,P1344,Forwards
GS Iraklis Thessaloniki,Greece,Greek,Gymnasticos Syllogos Iraklis Greek Γυμναστικός Σύλλογος Ηρακλής English Gymnastics Club Heracles commonly referred to as Iraklis is a Greek multisports club based in Thessaloniki,P17,Forwards
Derrick Jasper,Pointguard,point guard,He is listed as a point guard but he is versatile enough to also play the shooting guard and small forward positions,P413,Forwards
Coquese Washington,UnitedStates,United States,Assistant Coach for 160United States,P27,Forwards
Mahanoy Area High School,MahanoyAreaSchoolDistrict,Mahanoy Area School District,It is the sole high school operated by Mahanoy Area School District,P5353,Forwards
Igors Miglinieks,Latvia,Latvian,Igors Miglinieks born 4 May 1964 is a retired Soviet and Latvian professional basketball player and coach,P27,Forwards
DuBois Area Senior High School,DuBoisAreaSchoolDistrict,DuBois Area School District, The school is part of the DuBois Area School District,P5353,Forwards
Alexander Volkov basketball,Powerforwardbasketball,power forward,At 610 208 m tall he played at the power forward and center positions,P413,Forwards
1972 in sports,1973insports,1973,1969160197016019711601972160197316019741601975,P155,Backwards
Sundown High School,UnitedStates,USA,Sundown High School is a public high school located in Sundown Texas USA and classified as a 2A school by the UIL,P17,Forwards
DeerfieldWindsor School,UnitedStates,United States,DeerfieldWindsor School is an independent K–12 coeducational college preparatory school in Albany Georgia United States,P17,Forwards
York Suburban School District,UnitedStates,USA,USA,P17,Forwards
Daejeon Hanbat Sports Complex,SouthKorea,South Korea,Daejeon Hanbat Sports Complex Korean 대전한밭종합운동장 is a sports complex comprising a multipurpose stadium including athletic facilities and a soccer pitch a ballpark Basketball courts tennis courts and various other sports facilities in Daejeon South Korea,P17,Forwards
Edward Risk Allah,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Connally High School Waco Texas,UnitedStates,United States,Connally High School is a public high school located in Waco Texas  United States and classified as a 4A school by the UIL,P17,Forwards
Clint High School,UnitedStates,,Public schoolClint High SchoolLocation12625 Alameda AveClint Texas United States InformationTypePublicEstablished1965School districtClint Independent School DistrictPrincipalGarrett RitcheyStaff4406 FTEGrades912Enrollment694 2018–19Student to teacher ratio1575ColorsBlue and White mwparseroutput legendpagebreakinsideavoidbreakinsideavoidcolumnmwparseroutput legendcolordisplayinlineblockminwidth125emheight125emlineheight125margin1px 0textaligncenterborder1px solid blackbackgroundcolortransparentcolorblackmwparseroutput legendtext160160Athletics24AAthletics conferenceUILMascotLionWebsitehttpsarchiveis20130221070123httpwwwclintnetchs,P17,Forwards
1983 in sports,1984insports,1984,1980160198116019821601983160198416019851601986,P155,Backwards
Allen High School Texas,UnitedStates,United States,Allen High School is a public coeducational secondary school in Allen Texas United States,P17,Forwards
Dimitrios Papanikolaou,Greece,Greece,Dimitrios Papanikolaou alternate spelling Dimitris Greek Δημήτρης Παπανικολάου born February 7 1977 in Nea Liosia Athens Greece is a retired Greek professional basketball player and a professional basketball coach,P27,Forwards
Tatyana Ovechkina,SovietUnion,Soviet,Tatyana Nikolaevna Ovechkina Russian Татьяна Николаевна Овечкина мордовка по национальности maiden name Kabayeva born 19 March 1950 is a former Soviet Russian basketball player who played for a national team that won two Olympic gold medals the 1975 World Championships and six European Championships,P27,Forwards
Culture of the United States,UnitedStates,United States,The United States is ethnically and racially diverse as a result of largescale immigration throughout its history its hundreds of indigenous tribes and cultures and through AfricanAmerican slavery followed by emancipation,P17,Forwards
Lincoln High School Lincoln Nebraska,UnitedStates,United States, Lincoln High School is a public secondary school located in Lincoln Nebraska United States,P17,Forwards
Itasca High School Texas,UnitedStates,USA,Itasca High School is a 2A public high school located in Itasca Texas USA,P17,Forwards
Rashad Shafshak,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Outline of Italy,Italy,Italy,Italy is a unitary parliamentary republic in SouthCentral Europe located primarily upon the Italian Peninsula,P17,Forwards
Tasos Kampouris Kanithou Indoor Hall,Greece,Greece,Tasos Kampouris Kanithou Indoor Hall or Chalkida Indoor Hall alternate spellings Kabouris Halkida Greek Δημοτικό Κλειστό Γυμναστήριο Νέας Ιωνίας is an indoor sporting arena that is located in Kanithou Chalcis Greece,P17,Forwards
Lithuanian Basketball Federation,Lithuania,Lithuania,Lithuanian Basketball Federation Lithuanian Lietuvos Krepšinio Federacija also known as LKF is a national governing body of basketball in Lithuania,P17,Forwards
Andreas Tsoumanis,Smallforward,small forward,He is a 203 m 68 tall small forwardpower forward,P413,Forwards
Tony Parker,NationalBasketballAssociation,National Basketball Association,The son of a professional basketball player Parker played for two years for Paris Basket Racing in the French basketball league before joining the San Antonio Spurs of the National Basketball Association NBA,P118,Forwards
Greater Boston,Massachusetts,Massachusetts,state of Massachusetts and the most populous city in New England as well as its surrounding areas,P131,Forwards
Katerina Keyru,Shootingguard,shooting guard,Katerina Johnovna Keyru later Novoseltseva Russian Катерина Джоновна Кейру Новосельцева born 4 December 1988 is a Russian basketball shooting guard,P413,Forwards
