Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Battle of Cortenuova,Guelphs and Ghibellines,,mwparseroutput navbardisplayinlinefontsize88fontweightnormalmwparseroutput navbarcollapsefloatlefttextalignleftmwparseroutput navbarboxtextwordspacing0mwparseroutput navbar uldisplayinlineblockwhitespacenowraplineheightinheritmwparseroutput navbarbracketsbeforemarginright0125emcontent mwparseroutput navbarbracketsaftermarginleft0125emcontent mwparseroutput navbar liwordspacing0125emmwparseroutput navbarmini abbrfontvariantsmallcapsborderbottomnonetextdecorationnonecursorinheritmwparseroutput navbarctfullfontsize114margin0 7emmwparseroutput navbarctminifontsize114margin0 4emmwparseroutput infobox navbarfontsize100mwparseroutput navbox navbardisplayblockfontsize100mwparseroutput navboxtitle navbarfloatlefttextalignleftmarginright05emvteWars of the Guelphs and GhibellinesPreFrederick II,P361,Forwards
Ettore Ferrari,Rome,Rome,Ettore Ferrari Rome 25 March 1845 – Rome 19 August 1929 was an Italian sculptor,P20,Forwards
Mogorjelo,Bosnia and Herzegovina,Bosnia and Herzegovina,It is situated on a hill off the Neretva branch 5160km south of Čapljina alongside the road to Gabela in Bosnia and Herzegovina,P127,Forwards
Abbasid Caliphate,Baghdad,Baghdad,The Abbasid Caliphate first centered its government in Kufa modernday Iraq but in 762 the caliph AlMansur founded the city of Baghdad near the ancient Sasanian capital city of Ctesiphon,P36,Forwards
Mainz Hauptbahnhof,Germany,German,Mainz Hauptbahnhof Mainz main station formerly known as Centralbahnhof Mainz is a railway station for the city of Mainz in the German state of RhinelandPalatinate,P17,Forwards
Italy,Rome,Rome,    Anthem160Il Canto degli Italiani160160ItalianThe Song of the ItaliansShow globeShow map of EuropeLocation of160Italy160dark green–160in Europe160light green amp160dark grey–160in the European Union160light green160 –160 91Legend93Capitaland largest cityRome41°54′N 12°29′Exfeff  xfeff41900°N 12483°Exfeff  41900 12483Official160languagesItalianaNative languagesSee full listEthnic160groups  2017915 Italians85 OthersReligion  2017833 Christianity124 No religion37 Islam06 OthersDemonymsItalianGovernmentUnitary parliamentaryconstitutional republic•160President Sergio Mattarella•160Prime Minister Mario Draghi•160President of the Senate Elisabetta Casellati•160President of theChamber of Deputies Roberto Fico,P36,Forwards
Iran,Kurds,Kurd, 61 Persian  16 Azerbaijani  10 Kurd  6 Lur incl,P17,Backwards
House of Este,Reggio Emilia,Reggio,The younger branch of the House of Este included rulers of Ferrara 1240–1597 and of Modena and Reggio 1288–1796,P7153,Forwards
Perugia,Umbria,Umbria,Perugia pəˈruːdʒə also US dʒiə peɪˈ Italian160peˈruːdʒa32listen Latin Perusia is the capital city of both the region of Umbria in central Italy crossed by the river Tiber and of the province of Perugia,P36,Backwards
Woodrow Wilson,World War I,World War I,At the outbreak of World War I in 1914 the US,P607,Forwards
Westerstetten,Germany,Germany,Westerstetten is a village in the district of AlbDonau in BadenWürttemberg in Germany,P17,Forwards
Ain Aata,Lebanon,Lebanon,Ain Aata Ain Ata Ain Ata or Ayn Aata is a village and municipality situated southwest of Rashaya 99 kilometres 62160mi southeast of Beirut in the Rashaya District of the Beqaa Governorate in Lebanon,P17,Forwards
Zeus,Jupiter mythology,Jupiter,His name is cognate with the first element of his Roman equivalent Jupiter,P460,Forwards
1830–1831 papal conclave,Pope Gregory XVI,Pope Gregory XVI,It did not conclude until the 2 February 1831 election of Bartolomeo Alberto Cappellari as Pope Gregory XVI,P1344,Backwards
Gaetano Bedini,Catholic Church,Catholic Church,Gaetano Bedini 15 May 1806 – 6 September 1864 was an Italian ecclesiastic cardinal and diplomat of the Catholic Church,P140,Forwards
Antonio della Chiesa,Como,Como,Among those positions was that of the prior and he served at the friaries of Como and Florence as well as in Savona and Bologna,P20,Forwards
Gibraltar,Iberian Peninsula,Iberian Peninsula,Gibraltar dʒɪˈbrɔːltər jihBRAWLtər Spanish160xiβɾalˈtaɾ is a British Overseas Territory located at the southern tip of the Iberian Peninsula,P527,Backwards
Ariano Irpino,Italy,Italian,Ariano Irpino formerly Ariano di Puglia or simply Ariano is an Italian city and municipality in the province of Avellino in the Campania region,P17,Forwards
Cascia,Province of Perugia,province of Perugia,Cascia Italian pronunciation160ˈkaʃʃa is a town and comune municipality of the Italian province of Perugia in a rather remote area of the mountainous southeastern corner of Umbria,P131,Forwards
Cante dei Gabrielli,Gubbio,Gubbio,Cante de Gabrielli da GubbioLord of Gubbio Podestà of FlorenceBorn1260Gubbio Papal StatesDied1335Gubbio Papal StatesNoble familyGabrielli di Gubbio,P20,Forwards
Building Big,David Macaulay,David Macaulay,Building Big is a book written by David Macaulay author of the book series The Way Things Work,P50,Forwards
Geta emperor,Caracalla,Caracalla,Publius Septimius Geta ˈɡɛtə 7 March 189 – 26 December 211 was Roman emperor with his father Septimius Severus and older brother Caracalla from 209 when he was named augustus like his brother who had held the title since 198,P157,Forwards
French Revolutionary Wars,Ottoman Empire,, Jezzar Pasha,P710,Forwards
Parthian Empire,Seleucid Empire,Seleucid Empire,Its latter name comes from its founder Arsaces I who led the Parni tribe in conquering the region of Parthia in Irans northeast then a satrapy province under Andragoras in rebellion against the Seleucid Empire,P1365,Forwards
Niğde Province,Turkey,Turkey,Niğde Province Turkish Niğde ili  is a province in the southern part of Central Anatolia Turkey,P17,Forwards
Vesta mythology,Neptune mythology,Neptune,She was the daughter of Saturn and Ops and sister of Jupiter Neptune Pluto Juno and Ceres,P3373,Backwards
Pordenone,Italy,Italy,Pordenone Italian160pordeˈnoːne32listen Venetian and Friulian Pordenon is the main comune of Pordenone province of northeast Italy in the FriuliVenezia Giulia region,P17,Forwards
Roberto Sanseverino dAragona,Condottiero,condottiero,Roberto Sanseverino dAragona 1418 – 10 August 1487 was an Italian condottiero count of Colorno from 1458 to 1477 and count of Caiazzo from 1460 until his death in 1487,P106,Forwards
Kingdom of Italy,Italian language,Italian,The Kingdom of Italy Italian Regno dItalia was a state that existed from 1861—when King Victor Emmanuel II of Sardinia was proclaimed King of Italy—until 1946 when civil discontent led an institutional referendum to abandon the monarchy and form the modern Italian Republic,P37,Forwards
Liri,Garigliano,Garigliano,The Liri Latin Liris or Lyris previously Clanis Greek Λεῖρις is one of the principal rivers of central Italy flowing into the Tyrrhenian Sea a little below Minturno under the name Garigliano,P403,Forwards
José Saenz dAguirre,Spain,Spanish,Joseph Sáenz de Aguirre OSB 24 March 1630 8211 19 August 1699 was a Cardinal and learned Spanish Benedictine,P27,Forwards
Spain,Portugal,Portugal,The countrys mainland is bordered to the south and east by the Mediterranean Sea to the north and northeast by France Andorra and the Bay of Biscay and to the west and northwest by Portugal and the Atlantic Ocean respectively,P530,Forwards
Italian War of 1521–1526,Battle of Bicocca,Battle of Bicocca,At the Battle of Bicocca on 27 April 1522 Imperial and Papal forces defeated the French driving them from Lombardy,P361,Backwards
Gaby Mazor,Israel,Israeli,Gabriel Gaby Mazor Hebrew גבריאל מזור8206 born February 16 1944 is an Israeli archaeologist working for the Israel Antiquities Authority,P27,Forwards
Geography of Lebanon,Lebanon,Lebanon,Lebanon is a small country in the Middle East located at approximately 34˚N 35˚E,P17,Forwards
Gaius Ateius Capito jurist,Ancient Rome,Roman,Gaius Ateius Capito about 30 BCE – 22 CE was a Roman jurist in the time of emperors Augustus and Tiberius,P27,Forwards
Pepin the Short,Charles Martel,Charles Martel,The younger son of the Frankish prince Charles Martel and his wife Rotrude Pepins upbringing was distinguished by the ecclesiastical education he had received from the monks of St,P40,Backwards
Belley,France,France,Belley French pronunciation1608203bɛlɛ is a commune in the Ain department in eastern France,P17,Forwards
Spanish architecture,Architecture,architecture,Spanish architecture refers to architecture in any area of what is now Spain and by Spanish architects worldwide,P279,Forwards
Pontic Greek,Greek language,Greek,Pontic Greek Greek Ποντιακή διάλεκτος romanized Pontiakí diálektos Pontic Greek Ποντιακόν λαλίαν romanized Pontiakón lalían or Ρωμαίικα romanized Roméika is a variety of Modern Greek originally spoken in the Pontus area on the southern shores of the Black Sea northeastern Anatolia the Eastern TurkishCaucasus province of Kars southern Georgia and today mainly in northern Greece,P4913,Forwards
Geyve,Turkey,Turkey,Geyve is a town in Sakarya Province in the Marmara region of Turkey,P17,Forwards
Vardandukht,Arshak III,Arsaces III Arshak III,Vardandukht 4th century was a Queen consort of Armenia as the wife of Arsaces III Arshak III who was the last serving Roman Client King of Arsacid Armenia,P26,Backwards
FrancoPrussian War,Otto von Bismarck,Otto von Bismarck,According to some historians Prussian chancellor Otto von Bismarck deliberately provoked the French into declaring war on Prussia in order to draw four independent southern German states—Baden Württemberg Bavaria and HesseDarmstadt—into an alliance with the Prussiandominated North German Confederation other historians contend that Bismarck exploited the circumstances as they unfolded,P607,Backwards
Crimean War,Ottoman Empire,Ottoman Empire,160Ottoman Empire,P710,Forwards
Straubing,Danube,Danube,The city is located on the Danube forming the centre of the Gäuboden,P206,Forwards
Byzantine Empire,Constantinople,Constantinople,The Byzantine Empire also referred to as the Eastern Roman Empire or Byzantium was the continuation of the Roman Empire in its eastern provinces during Late Antiquity and the Middle Ages when its capital city was Constantinople,P17,Backwards
Franceschetto Cybo,Pope Innocent VIII,Pope Innocent VIII,1450 – July 25 1519 was an Italian nobleman noteworthy for being the illegitimate son of Pope Innocent VIII Giovanni Battista Cybo,P22,Forwards
Scipione Vannutelli,Florence,Florence,He continued to paint mainly historical subjects depicting for example Fra Girolamo Savonarola Mary Stuart at the Scaffold Pitti Palace Florence  and the Funeral of Juliet 1888 Galleria Nazionale dArte Moderna Rome,P937,Forwards
Paul Veyne,France,French,Paul Veyne French160vɛn born 13 June 1930 in AixenProvence is a French archaeologist and historian and a specialist of Ancient Rome,P27,Forwards
Allifae,Italy,Italy,Allifae was an ancient town of Italy a center of Oscan or Samnite origin situated in the valley of the Vulturnus at the foot of the lofty mountain group now called the Monte Matese about 40160km northwest of Telesia and 27160km eastnorthwest of Teano,P17,Forwards
