Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Mdina,Malta,Malta,Mdina Maltese LImdina lɪmˈdɪnɐ Phoenician mwparseroutput scriptphoenicianfontfamilyALPHABETUM UnicodeMPH 2B DamaseAegeanCode2001Noto Sans PhoenicianFreeSansSegoe UI Historicsansserif𐤌𐤋𐤈8206 Maleṭ Ancient Greek Μελίττη Melíttē Arabic مدينة8206 Madinah Italian Medina also known by its titles Città Vecchia or Città Notabile is a fortified city in the Northern Region of Malta which served as the islands capital from antiquity to the medieval period,P17,Forwards
Arcevia,Italy,Italy,Arcevia is a comune in the province of Ancona of the region of Marche centraleastern Italy,P17,Forwards
Valentino Mastrozzi,Terni,Terni, Valentino Mastrozzi  born 24 July 1729 in Terni Italy died 13 May 1809 in Rome was a cardinal of the Catholic Church and was a member of the Roman Curia,P19,Forwards
Hunedoara County,Romania,Romania,Hunedoara County Romanian pronunciation160huneˈdo̯ara32listen is a county județ of Romania in Transylvania with its capital city at Deva,P17,Forwards
Gargonia gens,Ancient Rome,Roman,The gens Gargonia was a minor Roman family during first and second centuries BC,P17,Forwards
Hohenöllen,Germany,Germany,Hohenöllen is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Niederstaufenbach,Germany,Germany,Niederstaufenbach is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Doboj,Republika Srpska,Republika Srpska,Doboj Serbian Cyrillic Добој pronounced160dôboj  is a city located in Republika Srpska an entity of Bosnia and Herzegovina,P131,Forwards
Rameh,Israel,Israel,Rameh Arabic الرامة8206 Hebrew רָמָה8206 alternatively spelled arRame or arRama is an Arab town in the Northern District of Israel,P17,Forwards
France,Demographics of France,Population,Area •160Total640679160km2 247368160sq160mi82033242nd•160Water160086 as of 2015•160Metropolitan France IGN551695160km2 213011160sq160mi820391V93 50th•160Metropolitan France Cadastre5439409160km2 2100168160sq160mi820391VI938203 50thPopulation•160May 2021 estimate 674130003220th•160Density1047109km2 106th•160Metropolitan France estimate as of May 202191update93 65239000 23rd•160Density116km2 3004sq160mi3289thGDP160PPP2020160estimate•160Total 2954 trillion3210th•160Per capita 454543226thGDP160nominal2020160estimate•160Total 2551 trillion327th•160Per capita 392573220thGini1602018160285lowHDI160201very high160·16026thCurrencyEuro € EUR820391VII93CFP franc XPF820391VIII93Time zoneUTC1 Central European Time•160Summer160DSTUTC2 Central European Summer Time91X93Note various other time zones are observed in overseas France,P17,Backwards
Morocco,Spain,Spanish,Morocco also claims the Spanish exclaves of Ceuta Melilla and Peñón de Vélez de la Gomera and several small Spanishcontrolled islands off its coast,P47,Backwards
Angelo Agostini Mazzinghi,Florence,Florence,He was a noted preacher from Florence and was known for his pious devotion to the Carmelite Rule of Life and to the profession of the Gospel,P20,Forwards
Beaurains Treasure,France,France,The Beaurains Treasure or Arras Treasure is the name of an important Roman hoard found in Beaurains a suburb of the city of Arras northern France in 1922,P17,Forwards
July,Gregorian calendar,Gregorian calendars,July is the seventh month of the year between June and August in the Julian and Gregorian calendars and the fourth of seven months to have a length of 31 days,P361,Forwards
Italy,Southern Italy,the south,From the late 19th century to the early 20th century Italy rapidly industrialised mainly in the north and acquired a colonial empire while the south remained largely impoverished and excluded from industrialisation fuelling a large and influential diaspora,P17,Backwards
Lucius Lucretius Tricipitinus,Roman consul,consul,Lucius Lucretius Tricipitinus was a Roman senator in the fifth century BC and was consul with Titus Veturius Geminus Cicurinus in 462 BC,P39,Forwards
Sarmada,Syria,Syria,Sarmada Arabic سرمدا8206 is a town in the Harem District Idlib Governorate of Syria,P17,Forwards
Frederick I Holy Roman Emperor,Holy Roman Emperor,Holy Roman Emperor,Frederick Barbarossa 1122 – 10 June 1190 also known as Frederick I German Friedrich I Italian Federico I was the Holy Roman Emperor from 1155 until his death 35 years later,P39,Forwards
Domenico Ferrata,Gradoli,Gradoli,Ferrata was born in Gradoli near Viterbo,P19,Forwards
Aydıncık Mersin,Turkey,Turkey,Aydıncık is a town and district of Mersin Province on the Mediterranean coast of Turkey 173160km 107160mi from Mersin and 325160km 202160mi from Antalya,P17,Forwards
The Lictors Bring to Brutus the Bodies of His Sons,France,French,The Lictors Bring to Brutus the Bodies of His Sons French Les licteurs rapportent à Brutus les corps de ses fils is a work in oils by the French artist JacquesLouis David,P276,Forwards
Alexander Polyhistor,Rome,Rome,Lucius Cornelius Alexander Polyhistor Ancient Greek Ἀλέξανδρος ὁ Πολυΐστωρ flourished in the first half of the 1st century BC also called Alexander of Miletus was a Greek scholar who was enslaved by the Romans during the Mithridatic War and taken to Rome as a tutor,P20,Forwards
Israel,Levant,Levant,The Mamluk Sultanate of Egypt extended its control over the Levant in the 13th century until its defeat by the Ottoman Empire in 1517,P276,Forwards
Orkney,Scotland,Scotland,Orkney ˈɔːrkni Scots Orkney Old Norse Orkneyjar Norn Orknøjar also known as the Orkney Islands91Notes 193 is an archipelago in the Northern Isles of Scotland situated off the north coast of the island of Great Britain,P131,Forwards
Lunigiana,Italy,Italy,The Lunigiana pronounced160luniˈdʒaːna is a historical territory of Italy which today falls within the provinces of Massa Carrara Tuscany and La Spezia Liguria,P17,Forwards
Trabzon Province,Turkey,Turkey,Trabzon Province Turkish Trabzon ili is a province of Turkey on the Black Sea coast,P17,Forwards
Cato the Elder,Roman consul,consul,Having attracted the attention of Lucius Valerius Flaccus he was brought to Rome and began to follow the cursus honorum he was successively military tribune 214 BC quaestor 204 BC aedile 199 BC praetor 198 BC consul 195 BC together with Flaccus and censor 184 BC,P39,Forwards
Parthian Empire,Roman Empire,Roman Empire,The empire located on the Silk Road trade route between the Roman Empire in the Mediterranean Basin and the Han dynasty of China became a center of trade and commerce,P47,Backwards
Agostino Chigi,Rome,Rome,He moved to Rome around 1487 collaborating with his father,P20,Forwards
Cossus Cornelius Lentulus Gaetulicus,Roman consul,consul,Cossus Cornelius Lentulus Gaetulicus was a Roman senator and general who was consul in 1 BC with Lucius Calpurnius Piso the Augur as his colleague,P39,Forwards
Viktorin Hallmayer,Austria,Austrian,Viktorin Hallmayer also Hallmayr 5 September 18311608211329 May 1872 was an Austrian composer and band conductor best known as the author of the Marcia Trionfale the first anthem of the Catholic Pontificate and of the Vatican City State,P27,Forwards
Palazzo Pretorio Cividale del Friuli,Italy,Italy,The Palazzo Pretorio or Palazzo dei Provveditori veneti is a palace in Cividale del Friuli northern Italy attributed to the architect Andrea Palladio   and built between 1565  and 1586,P17,Forwards
Province of Pesaro and Urbino,Italy,Italy,The Province of Pesaro and Urbino Italian Provincia di Pesaro e Urbino pronounced160proˈvintʃa di ˈpeːzaro e urˈbiːno is a province in the Marche region of Italy,P17,Forwards
Thubursicum,Algeria,Algeria,Khamissa ancient Thubursicum Numidarum or Thubursicum is an Ancient Roman and Byzantine archeological site in Souk Ahras Province of northeastern Algeria,P17,Forwards
La Civiltà Cattolica,Italy,Italy,La Civiltà Cattolica Italian for Catholic Civilization is a periodical published by the Jesuits in Rome Italy,P17,Forwards
Harfleur,France,France,Harfleur pronounced160aʁflœʁ is a commune in the SeineMaritime department in the Normandy region of northern France,P17,Forwards
Tomb of the Leopards,Tarquinia,Tarquinia,The painting is one of the bestpreserved murals of Tarquinia and is known for its lively coloring and its animated depictions rich with gestures,P276,Forwards
Julius Caesars invasions of Britain,Gallic Wars,Gallic Wars,In the course of his Gallic Wars Julius Caesar invaded Britain twice in 55 and 54 BC,P361,Forwards
Lucius Volusius Saturninus pontiff,Ancient Rome,Roman statesman,He was the first son born to Roman statesman Lucius Volusius Saturninus suffect consul in AD 3 and Cornelia he is known to have had one brother Quintus Volusius Saturninus consul in 56,P27,Forwards
Maritime republics,Republic of Ancona,Ancona,The best known among them were Venice Genoa Pisa and Amalfi less known but not always less important are Ragusa now Dubrovnik Gaeta Ancona and the little Republic of Noli,P361,Backwards
Ottoman–Hungarian wars,Ottoman Empire,Ottoman Empire,The Ottoman–Hungarian Wars were a series of battles between the Ottoman Empire and the medieval Kingdom of Hungary,P710,Forwards
Adriatic Sea,Balkans,Balkans,The Adriatic Sea ˌeɪdriˈætɪk is a body of water separating the Italian Peninsula from the Balkans,P47,Forwards
Lucius Manlius Acidinus,Quaestor,quaestor,Lucius Manlius Acidinus was an ancient Roman noble of the gens Manlia who stood as quaestor in 168 BC,P39,Forwards
Lucius Caesetius Flavus,Ancient Rome,Roman,1st century BC was a Roman politician and tribune of the people tribunus plebis,P27,Forwards
Tiberias,Israel,Israeli,Tiberias taɪˈbɪəriəs Hebrew טְבֶרְיָה8206 Ṭəḇeryā Arabic طبريا8206 romanized160Ṭabariyyā is an Israeli city on the western shore of the Sea of Galilee,P17,Forwards
Slavs,South Slavs,South Slavs,Presentday Slavic people are classified into East Slavs chiefly Belarusians Russians Rusyns and Ukrainians West Slavs chiefly Czechs Kashubs Poles Slovaks and Sorbs and South Slavs chiefly Bosniaks Bulgarians Croats Macedonians Montenegrins Serbs and Slovenes,P361,Backwards
Oberwesel,Germany,Germany,Oberwesel German32oːbɐˈveːzl̩32listen is a town on the Middle Rhine in the RheinHunsrückKreis district in RhinelandPalatinate Germany,P17,Forwards
Manius Rabuleius,Ancient Rome,Ancient Roman,Manius Rabuleius was an Ancient Roman politician and a member of the second decemvirate in 450 BC,P27,Forwards
Giovanni Battista Piranesi,Rome,Rome,Giovanni Battista or Giambattista Piranesi Italian pronunciation160dʒoˈvanni batˈtista piraˈneːzi eːsi also known as simply Piranesi 4 October 1720 – 9 November 1778 was an Italian Classical archaeologist architect and artist famous for his etchings of Rome and of fictitious and atmospheric prisons Le Carceri dInvenzione,P20,Forwards
Assisi,Province of Perugia,Province of Perugia,Assisi əˈsiːsi also US iːzi əˈsɪsi ɪzi Italian160asˈsiːzi from Latin Asisium is a town and comune of Italy in the  Province of Perugia in the Umbria region on the western flank of Monte Subasio,P131,Forwards
Spain,Madrid,Madrid,Spains capital and largest city is Madrid other major urban areas include Barcelona Valencia Seville Zaragoza Málaga Murcia Palma Las Palmas de Gran Canaria and Bilbao,P17,Backwards
Palazzo della Questura Naples,Naples,Naples,The Palazzo della Questura  Police Headquarters of Naples Italy is a building located on Via Medina and Via Armando Diaz,P131,Forwards
Antipope Clement VII,Antipope,antipope,Robert of Geneva French Robert de Genève 1342 – 16 September 1394 elected to the papacy as Clement VII French Clément VII by the cardinals who opposed Urban VI was the first antipope residing in Avignon France,P39,Forwards
Pope Adrian I,Papal States,Papal States,Pope Adrian I Latin Hadrianus I died 25 December 795 was the bishop of Rome and ruler of the Papal States from 1 February 772 to his death,P27,Forwards
Italian language,Vatican City,Vatican City,Italian is an official language in Italy Switzerland Ticino and the Grisons San Marino and Vatican City,P17,Forwards
War of the Polish Succession,Battle of Bitonto,Bitonto,Bitonto,P361,Backwards
Cittareale,Italy,Italian,Cittareale is a comune municipality in the Province of Rieti in the Italian region Latium,P17,Forwards
Ferdinand Gregorovius,Germany,German,You can helpneeds German IPA93 19 January 1821 Neidenburg East Prussia Kingdom of Prussia – 1 May 1891 Munich Kingdom of Bavaria was a German historian who specialized in the medieval history of Rome,P27,Forwards
